"PointID","x","y"
0, 9.997500181200000e-01, -3.633283709476363e-05
1, 9.990000128750000e-01, -1.454981655526920e-04
2, 9.977599978450000e-01, -3.277906642557533e-04
3, 9.960200190539999e-01, -5.914559517111102e-04
4, 9.937800168990000e-01, -9.526137760482576e-04
5, 9.910500049590000e-01, -1.437330414279329e-03
6, 9.878399968150000e-01, -2.080084545974316e-03
7, 9.841300249100000e-01, -2.921297571578228e-03
8, 9.799500107769999e-01, -3.975454186408169e-03
9, 9.752799868580000e-01, -5.239337443503998e-03
10, 9.701499938960000e-01, -6.661496987092267e-03
11, 9.645400047300000e-01, -8.176757968701537e-03
12, 9.584699869160000e-01, -9.701895796971005e-03
13, 9.519400000570000e-01, -1.117587304148976e-02
14, 9.449599981310000e-01, -1.256862102618040e-02
15, 9.375399947170000e-01, -1.388639057940955e-02
16, 9.296900033950000e-01, -1.516117649153255e-02
17, 9.214000105860000e-01, -1.643708094165673e-02
18, 9.126999974250000e-01, -1.774643323775890e-02
19, 9.035800099370001e-01, -1.911410525321556e-02
20, 8.940600156780000e-01, -2.054580553134090e-02
21, 8.841500282290000e-01, -2.203775287151426e-02
22, 8.738499879840000e-01, -2.358188917642926e-02
23, 8.631799817090000e-01, -2.516573096208774e-02
24, 8.521599769590000e-01, -2.677809238592954e-02
25, 8.407700061800000e-01, -2.841568303932808e-02
26, 8.290500044819999e-01, -3.006836406897435e-02
27, 8.170099854470000e-01, -3.173152515069660e-02
28, 8.046399950980000e-01, -3.340357359956792e-02
29, 7.919700145720000e-01, -3.507725564028008e-02
30, 7.790099978450000e-01, -3.674763277145515e-02
31, 7.657799720760000e-01, -3.840798131220023e-02
32, 7.522799968720000e-01, -4.005366999395021e-02
33, 7.385200262070000e-01, -4.167848003794705e-02
34, 7.245299816130000e-01, -4.327384048949423e-02
35, 7.103199958800001e-01, -4.483371547299557e-02
36, 6.958900094030001e-01, -4.635335960948507e-02
37, 6.812700033190000e-01, -4.782525342225670e-02
38, 6.664699912070000e-01, -4.924460028223007e-02
39, 6.514999866490000e-01, -5.060717527037455e-02
40, 6.363800168040000e-01, -5.190855172917691e-02
41, 6.211299896240000e-01, -5.314519066947244e-02
42, 6.057599782940000e-01, -5.431517416663797e-02
43, 5.902799963950000e-01, -5.541728659603046e-02
44, 5.747100114820000e-01, -5.645035039883537e-02
45, 5.590599775310000e-01, -5.741460258588250e-02
46, 5.433599948880000e-01, -5.830974550571700e-02
47, 5.276100039480000e-01, -5.913784910859058e-02
48, 5.118399858470000e-01, -5.989981701232751e-02
49, 4.960500001910000e-01, -6.059844247717349e-02
50, 4.802699983120000e-01, -6.123540088185798e-02
51, 4.645099937920000e-01, -6.181344046492954e-02
52, 4.487800002100000e-01, -6.233527315638331e-02
53, 4.331099987030000e-01, -6.280290942057994e-02
54, 4.174999892710000e-01, -6.321912596814018e-02
55, 4.019699990750000e-01, -6.358579538903196e-02
56, 3.865399956700000e-01, -6.390449272477380e-02
57, 3.712300062180000e-01, -6.417641373501480e-02
58, 3.560400009160000e-01, -6.440258387061826e-02
59, 3.409900069240000e-01, -6.458309875002105e-02
60, 3.261100053790000e-01, -6.471745836448556e-02
61, 3.113999962810000e-01, -6.480488231894821e-02
62, 2.968699932100000e-01, -6.484378983063119e-02
63, 2.825500071050000e-01, -6.483198493460272e-02
64, 2.684499919410000e-01, -6.476679181342149e-02
65, 2.545700073240000e-01, -6.464481865100721e-02
66, 2.409400045870000e-01, -6.446237835008595e-02
67, 2.275699973110000e-01, -6.421521508259889e-02
68, 2.144699990750000e-01, -6.389860311557291e-02
69, 2.016600072380000e-01, -6.350773438400623e-02
70, 1.891400069000000e-01, -6.303690067493667e-02
71, 1.769299954180000e-01, -6.248078949072735e-02
72, 1.650400012730000e-01, -6.183361080942633e-02
73, 1.534900069240000e-01, -6.109012627533990e-02
74, 1.422899961470000e-01, -6.024467207616997e-02
75, 1.314399987460000e-01, -5.929070885632003e-02
76, 1.209499984980000e-01, -5.822234758889248e-02
77, 1.108499988910000e-01, -5.703634732437891e-02
78, 1.011300012470000e-01, -5.572536991124852e-02
79, 9.181000292300000e-02, -5.428591397970883e-02
80, 8.290000259900000e-02, -5.271390434695421e-02
81, 7.440000027400000e-02, -5.100376960890923e-02
82, 6.633000075800000e-02, -4.915444814070462e-02
83, 5.869000032500000e-02, -4.716142895211958e-02
84, 5.149000138000000e-02, -4.502306551875233e-02
85, 4.473999887700000e-02, -4.273894135753992e-02
86, 3.844000026600000e-02, -4.030609544354373e-02
87, 3.260000050100000e-02, -3.772595849563089e-02
88, 2.723000012300000e-02, -3.500210507386184e-02
89, 2.232000045500000e-02, -3.212845185564229e-02
90, 1.789999939500000e-02, -2.912415050943600e-02
91, 1.394999958600000e-02, -2.597876494031405e-02
92, 1.049000024800000e-02, -2.271233850817462e-02
93, 7.519999985000000e-03, -1.933464874874985e-02
94, 5.040000193000000e-03, -1.585844604893602e-02
95, 3.049999941000000e-03, -1.230007317641027e-02
96, 1.560000004000000e-03, -8.707806876293907e-03
97, 5.600000150000000e-04, -5.099672776390571e-03
98, 5.999999800000000e-05, -1.580055383307588e-03
99, 0.000000000000000e+00, 0.000000000000000e+00
100, 5.999999800000000e-05, 1.407913180441886e-03
101, 5.600000150000000e-04, 4.254208890376102e-03
102, 1.560000004000000e-03, 6.973630624497491e-03
103, 3.049999941000000e-03, 9.552752828378997e-03
104, 5.040000193000000e-03, 1.201357075184561e-02
105, 7.519999985000000e-03, 1.434678948515586e-02
106, 1.049000024800000e-02, 1.656082529644665e-02
107, 1.394999958600000e-02, 1.866337623474256e-02
108, 1.789999939500000e-02, 2.066202262627661e-02
109, 2.232000045500000e-02, 2.255638407055223e-02
110, 2.723000012300000e-02, 2.436401922891467e-02
111, 3.260000050100000e-02, 2.608263975471766e-02
112, 3.844000026600000e-02, 2.772473817546445e-02
113, 4.473999887700000e-02, 2.929567158723077e-02
114, 5.149000138000000e-02, 3.080108018668036e-02
115, 5.869000032500000e-02, 3.224847870418854e-02
116, 6.633000075800000e-02, 3.364272099469871e-02
117, 7.440000027400000e-02, 3.498844060735744e-02
118, 8.290000259900000e-02, 3.629139394169015e-02
119, 9.181000292300000e-02, 3.755373666762812e-02
